size,time
21700,7
21800,7
21900,7
22000,7
22100,7
22200,7
22300,7
22400,7
22500,7
22600,7
22700,7
22800,7
22900,7
23000,7
23100,7
23200,7
23300,7
23400,7
23500,7
23600,7
23700,7
23800,7
23900,7
24000,8
24100,8
24200,8
24300,11
24400,8
24500,7
24600,7
24700,8
24800,8
24900,8
25000,8
25100,8
25200,8
25300,8
25400,8
25500,8
25600,8
25700,8
25800,8
25900,8
26000,8
26100,8
26200,8
26300,8
26400,8
26500,8
26600,8
26700,8
26800,8
26900,8
27000,8
27100,8
27200,8
27300,8
27400,8
27500,8
27600,8
27700,8
27800,8
27900,8
28000,8
28100,8
28200,9
28300,9
28400,9
28500,9
28600,9
28700,9
28800,9
28900,9
29000,9
29100,9
29200,9
29300,9
29400,9
29500,9
29600,9
29700,9
29800,9
29900,9
30000,9
30100,9
30200,9
30300,9
30400,9
30500,9
30600,9
30700,9
30800,9
30900,9
31000,10
31100,10
31200,10
31300,10
31400,10
31500,10
31600,10
31700,11
31800,11
31900,11
32000,11
32100,17
32200,11
32300,11
32400,11
32500,12
32600,12
32700,14
32800,12
32900,12
33000,13
33100,12
33200,12
33300,12
33400,12
33500,12
33600,12
33700,12
33800,12
33900,12
34000,12
34100,13
34200,12
34300,12
34400,12
34500,12
34600,12
34700,12
34800,13
34900,13
35000,13
35100,13
35200,13
35300,13
35400,13
35500,13
35600,13
35700,13
35800,13
35900,13
36000,13
36100,13
36200,13
36300,13
36400,15
36500,13
36600,13
36700,13
36800,13
36900,13
37000,13
37100,13
37200,13
37300,13
37400,13
37500,13
37600,13
37700,13
37800,13
37900,13
38000,13
38100,13
38200,14
38300,13
38400,13
38500,14
38600,14
38700,14
38800,14
38900,14
39000,14
39100,14
39200,14
39300,14
39400,14
39500,14
39600,14
39700,14
39800,15
39900,14
40000,14
40100,14
40200,14
40300,14
40400,14
40500,14
40600,14
40700,14
40800,14
40900,14
41000,14
41100,14
41200,14
41300,16
41400,14
41500,16
41600,14
41700,14
41800,14
41900,14
42000,14
42100,14
42200,15
42300,15
42400,15
42500,15
42600,15
42700,15
42800,15
42900,15
43000,15
43100,15
43200,15
43300,15
43400,15
43500,15
43600,15
43700,15
43800,15
43900,15
44000,15
44100,15
44200,15
44300,15
44400,15
44500,15
44600,15
44700,15
44800,15
44900,15
45000,15
45100,15
45200,15
45300,15
45400,16
45500,15
45600,16
45700,16
45800,16
45900,16
46000,16
46100,16
46200,16
46300,16
46400,16
46500,16
46600,16
46700,16
46800,16
46900,16
47000,16
47100,16
47200,16
47300,16
47400,16
47500,16
47600,16
47700,16
47800,16
47900,16
48000,16
48100,16
48200,16
48300,16
48400,16
48500,16
48600,16
48700,16
48800,16
48900,16
49000,16
49100,16
49200,17
49300,17
49400,17
49500,17
49600,17
49700,17
49800,17
49900,17
50000,17
50100,17
50200,17
50300,17
50400,17
50500,17
50600,17
50700,17
50800,17
50900,17
51000,17
51100,17
51200,17
51300,17
51400,17
51500,17
51600,17
51700,17
51800,17
51900,17
52000,17
52100,17
52200,17
52300,17
52400,17
52500,18
52600,17
52700,17
52800,18
52900,18
53000,18
53100,18
53200,18
53300,18
53400,18
53500,18
53600,18
53700,18
53800,18
53900,18
54000,18
54100,18
54200,18
54300,18
54400,18
54500,18
54600,18
54700,19
54800,19
54900,18
55000,18
55100,18
55200,18
55300,18
55400,18
55500,18
55600,18
55700,18
55800,18
55900,18
56000,18
56100,19
56200,18
56300,19
56400,19
56500,19
56600,19
56700,19
56800,19
56900,19
57000,19
57100,19
57200,19
57300,19
57400,19
57500,19
57600,19
57700,19
57800,19
57900,19
58000,19
58100,19
58200,19
58300,19
58400,19
58500,19
58600,19
58700,19
58800,19
58900,19
59000,19
59100,19
59200,19
59300,19
59400,20
59500,20
59600,20
59700,20
59800,20
59900,20
60000,20
60100,20
60200,20
60300,20
60400,20
60500,20
60600,20
60700,20
60800,20
60900,20
61000,20
61100,20
61200,20
61300,20
61400,20
61500,20
61600,20
61700,20
61800,20
61900,21
62000,21
62100,21
62200,21
62300,21
62400,21
62500,22
62600,22
62700,22
62800,22
62900,22
63000,22
63100,23
63200,23
63300,23
63400,23
63500,23
63600,23
63700,23
63800,23
63900,23
64000,24
64100,24
64200,24
64300,24
64400,24
64500,24
64600,24
64700,25
64800,25
64900,25
65000,25
65100,25
65200,25
65300,25
65400,25
65500,25
65600,25
65700,26
65800,26
65900,26
66000,26
66100,26
66200,26
66300,26
66400,26
66500,26
66600,26
66700,26
66800,26
66900,26
67000,26
67100,26
67200,26
67300,26
67400,26
67500,26
67600,26
67700,26
67800,26
67900,26
68000,26
68100,26
68200,26
68300,26
68400,26
68500,27
68600,26
68700,27
68800,27
68900,27
69000,27
69100,27
69200,27
69300,27
69400,27
69500,27
69600,27
69700,27
69800,27
69900,27
70000,27
70100,27
70200,27
70300,27
70400,27
70500,27
70600,27
70700,27
70800,27
70900,27
71000,27
71100,27
71200,27
71300,27
71400,27
71500,27
71600,27
71700,27
71800,28
71900,27
72000,28
72100,27
72200,27
72300,28
72400,28
72500,28
72600,28
72700,28
72800,28
72900,28
73000,28
73100,28
73200,28
73300,28
73400,28
73500,28
73600,28
73700,28
73800,28
73900,28
74000,28
74100,28
74200,28
74300,28
74400,28
74500,28
74600,28
74700,28
74800,28
74900,28
75000,28
75100,28
75200,28
75300,28
75400,28
75500,29
75600,28
75700,28
75800,28
75900,28
76000,29
76100,29
76200,29
76300,29
76400,29
76500,29
76600,29
76700,29
76800,29
76900,29
77000,29
77100,29
77200,29
77300,29
77400,29
77500,30
77600,29
77700,29
77800,29
77900,29
78000,29
78100,29
78200,29
78300,29
78400,29
78500,29
78600,29
78700,29
78800,29
78900,29
79000,29
79100,30
79200,30
79300,30
79400,30
79500,30
79600,30
79700,30
79800,30
79900,30
80000,30
80100,30
80200,30
80300,30
80400,30
80500,30
80600,30
80700,30
80800,30
80900,30
81000,30
81100,30
81200,30
81300,30
81400,33
81500,30
81600,30
81700,30
81800,30
81900,30
82000,30
82100,30
82200,30
82300,30
82400,30
82500,30
82600,30
82700,30
82800,31
82900,31
83000,31
83100,31
83200,31
83300,31
83400,31
83500,31
83600,31
83700,31
83800,31
83900,31
84000,31
84100,31
84200,31
84300,31
84400,31
84500,31
84600,31
84700,31
84800,31
84900,31
85000,31
85100,31
85200,31
85300,31
85400,31
85500,31
85600,32
85700,32
85800,32
85900,32
86000,32
86100,32
86200,32
86300,32
86400,32
86500,32
86600,32
86700,32
86800,32
86900,32
87000,32
87100,32
87200,32
87300,32
87400,32
87500,32
87600,32
87700,32
87800,32
87900,32
88000,32
88100,32
88200,32
88300,32
88400,32
88500,32
88600,32
88700,32
88800,32
88900,32
89000,32
89100,32
89200,32
89300,33
89400,34
89500,33
89600,33
89700,33
89800,32
89900,33
90000,33
90100,33
90200,33
90300,33
90400,33
90500,33
90600,33
90700,33
90800,33
90900,33
91000,33
91100,33
91200,33
91300,33
91400,33
91500,33
91600,33
91700,33
91800,33
91900,33
92000,33
92100,33
92200,33
92300,33
92400,33
92500,34
92600,33
92700,34
92800,34
92900,34
93000,34
93100,34
93200,34
93300,34
93400,34
93500,34
93600,34
93700,34
93800,34
93900,34
94000,34
94100,34
94200,34
94300,34
94400,34
94500,34
94600,34
94700,34
94800,34
94900,34
95000,34
95100,36
95200,34
95300,35
95400,34
95500,35
95600,37
95700,34
95800,34
95900,35
96000,34
96100,34
96200,35
96300,35
96400,35
96500,35
96600,35
96700,35
96800,37
96900,35
97000,35
97100,35
97200,35
97300,35
97400,35
97500,35
97600,35
97700,36
97800,35
97900,35
98000,35
98100,35
98200,35
98300,35
98400,38
98500,36
98600,36
98700,35
98800,36
98900,36
99000,36
99100,36
99200,36
99300,36
99400,36
99500,36
99600,36
99700,36
99800,36
99900,36
100000,36
