size,time
21700,5
21800,5
21900,5
22000,5
22100,5
22200,5
22300,5
22400,5
22500,5
22600,5
22700,5
22800,5
22900,5
23000,5
23100,6
23200,6
23300,6
23400,6
23500,6
23600,6
23700,6
23800,6
23900,6
24000,6
24100,6
24200,6
24300,6
24400,6
24500,6
24600,6
24700,6
24800,6
24900,6
25000,6
25100,6
25200,6
25300,6
25400,6
25500,6
25600,6
25700,6
25800,6
25900,6
26000,6
26100,6
26200,6
26300,6
26400,6
26500,6
26600,6
26700,6
26800,6
26900,6
27000,6
27100,6
27200,6
27300,6
27400,6
27500,6
27600,6
27700,6
27800,7
27900,7
28000,7
28100,7
28200,7
28300,7
28400,7
28500,7
28600,7
28700,7
28800,7
28900,7
29000,7
29100,7
29200,7
29300,7
29400,7
29500,7
29600,7
29700,7
29800,7
29900,7
30000,7
30100,7
30200,7
30300,7
30400,7
30500,7
30600,7
30700,7
30800,7
30900,7
31000,7
31100,8
31200,8
31300,8
31400,8
31500,8
31600,8
31700,8
31800,8
31900,8
32000,9
32100,9
32200,9
32300,9
32400,9
32500,9
32600,9
32700,9
32800,9
32900,9
33000,9
33100,9
33200,9
33300,9
33400,9
33500,10
33600,10
33700,10
33800,10
33900,10
34000,10
34100,10
34200,10
34300,10
34400,10
34500,10
34600,10
34700,10
34800,10
34900,10
35000,11
35100,10
35200,11
35300,10
35400,10
35500,10
35600,10
35700,10
35800,10
35900,10
36000,10
36100,10
36200,10
36300,10
36400,10
36500,10
36600,10
36700,10
36800,10
36900,10
37000,10
37100,10
37200,10
37300,10
37400,10
37500,10
37600,10
37700,10
37800,10
37900,10
38000,10
38100,10
38200,10
38300,10
38400,11
38500,11
38600,11
38700,11
38800,11
38900,11
39000,11
39100,11
39200,11
39300,11
39400,11
39500,11
39600,11
39700,11
39800,11
39900,11
40000,11
40100,11
40200,11
40300,11
40400,11
40500,11
40600,11
40700,11
40800,11
40900,11
41000,11
41100,11
41200,11
41300,11
41400,11
41500,11
41600,11
41700,11
41800,11
41900,11
42000,11
42100,11
42200,11
42300,11
42400,11
42500,11
42600,11
42700,11
42800,11
42900,11
43000,12
43100,12
43200,12
43300,12
43400,12
43500,12
43600,12
43700,12
43800,12
43900,12
44000,12
44100,12
44200,12
44300,12
44400,12
44500,12
44600,12
44700,12
44800,12
44900,12
45000,12
45100,12
45200,12
45300,12
45400,12
45500,12
45600,12
45700,12
45800,12
45900,12
46000,12
46100,12
46200,12
46300,12
46400,12
46500,12
46600,12
46700,12
46800,12
46900,12
47000,12
47100,12
47200,12
47300,12
47400,12
47500,13
47600,12
47700,12
47800,13
47900,13
48000,13
48100,13
48200,13
48300,13
48400,13
48500,13
48600,13
48700,13
48800,13
48900,13
49000,13
49100,13
49200,13
49300,13
49400,13
49500,13
49600,13
49700,13
49800,13
49900,13
50000,13
50100,13
50200,13
50300,13
50400,13
50500,13
50600,13
50700,13
50800,13
50900,13
51000,13
51100,13
51200,13
51300,13
51400,13
51500,13
51600,13
51700,13
51800,13
51900,13
52000,13
52100,13
52200,13
52300,13
52400,14
52500,14
52600,14
52700,14
52800,14
52900,14
53000,14
53100,14
53200,14
53300,14
53400,14
53500,14
53600,14
53700,14
53800,14
53900,14
54000,14
54100,14
54200,14
54300,14
54400,14
54500,14
54600,14
54700,14
54800,14
54900,14
55000,14
55100,14
55200,14
55300,14
55400,14
55500,14
55600,14
55700,14
55800,14
55900,14
56000,14
56100,14
56200,14
56300,14
56400,14
56500,14
56600,14
56700,15
56800,15
56900,15
57000,15
57100,15
57200,15
57300,15
57400,15
57500,15
57600,15
57700,15
57800,15
57900,15
58000,15
58100,15
58200,15
58300,15
58400,15
58500,15
58600,15
58700,15
58800,15
58900,15
59000,15
59100,15
59200,15
59300,15
59400,15
59500,15
59600,15
59700,15
59800,15
59900,15
60000,15
60100,15
60200,15
60300,15
60400,15
60500,15
60600,15
60700,15
60800,15
60900,15
61000,15
61100,15
61200,15
61300,15
61400,16
61500,16
61600,16
61700,16
61800,16
61900,16
62000,16
62100,16
62200,16
62300,17
62400,17
62500,17
62600,17
62700,17
62800,17
62900,17
63000,17
63100,18
63200,18
63300,18
63400,18
63500,18
63600,18
63700,18
63800,19
63900,18
64000,18
64100,19
64200,19
64300,19
64400,19
64500,19
64600,19
64700,19
64800,19
64900,19
65000,19
65100,20
65200,20
65300,20
65400,20
65500,20
65600,20
65700,20
65800,20
65900,20
66000,20
66100,20
66200,20
66300,20
66400,20
66500,20
66600,20
66700,20
66800,20
66900,20
67000,20
67100,20
67200,21
67300,21
67400,21
67500,21
67600,21
67700,21
67800,21
67900,21
68000,21
68100,21
68200,21
68300,21
68400,21
68500,21
68600,21
68700,21
68800,21
68900,21
69000,21
69100,21
69200,21
69300,21
69400,21
69500,21
69600,21
69700,21
69800,21
69900,21
70000,21
70100,21
70200,21
70300,21
70400,21
70500,21
70600,21
70700,21
70800,21
70900,21
71000,21
71100,21
71200,21
71300,21
71400,21
71500,21
71600,21
71700,21
71800,22
71900,22
72000,21
72100,22
72200,22
72300,22
72400,22
72500,22
72600,22
72700,22
72800,22
72900,22
73000,22
73100,22
73200,22
73300,22
73400,22
73500,22
73600,22
73700,22
73800,22
73900,22
74000,22
74100,22
74200,22
74300,23
74400,22
74500,22
74600,22
74700,22
74800,22
74900,22
75000,22
75100,22
75200,22
75300,22
75400,22
75500,22
75600,22
75700,22
75800,22
75900,22
76000,22
76100,22
76200,22
76300,23
76400,22
76500,22
76600,23
76700,23
76800,23
76900,23
77000,23
77100,23
77200,23
77300,23
77400,23
77500,23
77600,23
77700,23
77800,23
77900,23
78000,23
78100,23
78200,23
78300,23
78400,23
78500,23
78600,23
78700,23
78800,23
78900,23
79000,23
79100,23
79200,23
79300,23
79400,23
79500,23
79600,23
79700,23
79800,23
79900,23
80000,23
80100,23
80200,23
80300,23
80400,23
80500,23
80600,23
80700,23
80800,23
80900,23
81000,23
81100,23
81200,23
81300,23
81400,23
81500,23
81600,24
81700,24
81800,24
81900,24
82000,24
82100,24
82200,24
82300,24
82400,24
82500,24
82600,24
82700,24
82800,24
82900,24
83000,24
83100,24
83200,24
83300,24
83400,24
83500,24
83600,24
83700,24
83800,24
83900,24
84000,24
84100,24
84200,24
84300,24
84400,24
84500,24
84600,24
84700,24
84800,24
84900,24
85000,24
85100,24
85200,25
85300,25
85400,25
85500,25
85600,25
85700,25
85800,25
85900,25
86000,25
86100,25
86200,25
86300,25
86400,25
86500,25
86600,25
86700,25
86800,25
86900,25
87000,25
87100,25
87200,25
87300,25
87400,25
87500,25
87600,25
87700,25
87800,25
87900,25
88000,25
88100,25
88200,25
88300,25
88400,25
88500,25
88600,25
88700,25
88800,25
88900,25
89000,25
89100,25
89200,25
89300,25
89400,25
89500,25
89600,25
89700,25
89800,25
89900,25
90000,25
90100,25
90200,26
90300,26
90400,26
90500,26
90600,26
90700,26
90800,26
90900,26
91000,26
91100,26
91200,26
91300,26
91400,26
91500,26
91600,26
91700,26
91800,26
91900,26
92000,26
92100,26
92200,27
92300,28
92400,26
92500,26
92600,26
92700,26
92800,26
92900,26
93000,26
93100,26
93200,26
93300,26
93400,27
93500,27
93600,26
93700,29
93800,27
93900,26
94000,27
94100,26
94200,27
94300,27
94400,27
94500,27
94600,27
94700,27
94800,27
94900,27
95000,27
95100,27
95200,28
95300,27
95400,27
95500,27
95600,27
95700,27
95800,27
95900,27
96000,27
96100,27
96200,27
96300,27
96400,27
96500,27
96600,27
96700,27
96800,27
96900,27
97000,27
97100,27
97200,27
97300,27
97400,27
97500,27
97600,27
97700,27
97800,27
97900,27
98000,27
98100,27
98200,27
98300,27
98400,27
98500,27
98600,27
98700,28
98800,28
98900,28
99000,28
99100,28
99200,28
99300,28
99400,28
99500,28
99600,28
99700,28
99800,28
99900,28
100000,28
