size,time
21700,15
21800,15
21900,15
22000,15
22100,15
22200,15
22300,15
22400,15
22500,16
22600,16
22700,16
22800,16
22900,16
23000,16
23100,16
23200,16
23300,16
23400,16
23500,16
23600,16
23700,17
23800,16
23900,17
24000,17
24100,17
24200,17
24300,17
24400,17
24500,17
24600,17
24700,17
24800,17
24900,17
25000,17
25100,17
25200,18
25300,18
25400,18
25500,18
25600,18
25700,18
25800,18
25900,18
26000,18
26100,18
26200,18
26300,18
26400,18
26500,19
26600,19
26700,19
26800,19
26900,19
27000,19
27100,19
27200,19
27300,19
27400,19
27500,19
27600,19
27700,19
27800,19
27900,19
28000,20
28100,20
28200,20
28300,20
28400,20
28500,20
28600,20
28700,20
28800,20
28900,20
29000,20
29100,20
29200,21
29300,21
29400,21
29500,21
29600,21
29700,21
29800,21
29900,21
30000,21
30100,21
30200,21
30300,21
30400,21
30500,21
30600,21
30700,21
30800,22
30900,22
31000,22
31100,22
31200,22
31300,22
31400,22
31500,22
31600,22
31700,22
31800,22
31900,22
32000,22
32100,22
32200,22
32300,23
32400,23
32500,23
32600,23
32700,23
32800,23
32900,23
33000,23
33100,23
33200,23
33300,23
33400,24
33500,24
33600,24
33700,24
33800,24
33900,24
34000,24
34100,24
34200,24
34300,24
34400,24
34500,24
34600,24
34700,25
34800,25
34900,25
35000,25
35100,25
35200,25
35300,25
35400,25
35500,25
35600,25
35700,25
35800,26
35900,26
36000,26
36100,26
36200,26
36300,26
36400,26
36500,26
36600,26
36700,26
36800,26
36900,26
37000,26
37100,26
37200,26
37300,26
37400,26
37500,27
37600,27
37700,27
37800,27
37900,27
38000,27
38100,27
38200,27
38300,27
38400,27
38500,27
38600,28
38700,28
38800,28
38900,28
39000,28
39100,28
39200,28
39300,28
39400,28
39500,28
39600,28
39700,28
39800,28
39900,28
40000,28
40100,29
40200,29
40300,29
40400,29
40500,29
40600,29
40700,29
40800,29
40900,29
41000,29
41100,29
41200,29
41300,29
41400,29
41500,30
41600,30
41700,30
41800,30
41900,30
42000,30
42100,30
42200,30
42300,30
42400,30
42500,30
42600,30
42700,30
42800,31
42900,31
43000,31
43100,31
43200,31
43300,31
43400,31
43500,31
43600,31
43700,31
43800,31
43900,31
44000,31
44100,31
44200,32
44300,32
44400,32
44500,32
44600,32
44700,32
44800,32
44900,32
45000,32
45100,32
45200,32
45300,32
45400,33
45500,33
45600,33
45700,33
45800,33
45900,33
46000,33
46100,33
46200,33
46300,33
46400,33
46500,33
46600,33
46700,33
46800,34
46900,34
47000,34
47100,34
47200,34
47300,35
47400,34
47500,34
47600,34
47700,34
47800,35
47900,34
48000,34
48100,34
48200,35
48300,35
48400,35
48500,35
48600,35
48700,36
48800,35
48900,35
49000,35
49100,35
49200,35
49300,36
49400,35
49500,36
49600,36
49700,36
49800,36
49900,36
50000,36
50100,36
50200,36
50300,36
50400,36
50500,36
50600,37
50700,37
50800,37
50900,37
51000,37
51100,37
51200,37
51300,37
51400,37
51500,37
51600,37
51700,37
51800,37
51900,37
52000,37
52100,38
52200,38
52300,38
52400,38
52500,38
52600,38
52700,38
52800,38
52900,38
53000,38
53100,38
53200,38
53300,39
53400,39
53500,39
53600,39
53700,39
53800,39
53900,39
54000,39
54100,39
54200,39
54300,39
54400,40
54500,39
54600,40
54700,39
54800,40
54900,40
55000,40
55100,40
55200,40
55300,40
55400,40
55500,40
55600,40
55700,40
55800,40
55900,40
56000,40
56100,40
56200,41
56300,40
56400,41
56500,41
56600,41
56700,41
56800,41
56900,41
57000,41
57100,41
57200,41
57300,41
57400,42
57500,42
57600,42
57700,42
57800,42
57900,42
58000,42
58100,42
58200,43
58300,42
58400,42
58500,42
58600,42
58700,42
58800,42
58900,43
59000,43
59100,43
59200,43
59300,43
59400,43
59500,43
59600,43
59700,43
59800,43
59900,43
60000,43
60100,43
60200,44
60300,44
60400,44
60500,44
60600,44
60700,44
60800,44
60900,44
61000,44
61100,44
61200,44
61300,44
61400,44
61500,44
61600,44
61700,44
61800,45
61900,44
62000,45
62100,45
62200,45
62300,45
62400,45
62500,45
62600,45
62700,45
62800,45
62900,45
63000,45
63100,46
63200,45
63300,45
63400,45
63500,46
63600,46
63700,46
63800,46
63900,46
64000,46
64100,46
64200,46
64300,46
64400,46
64500,46
64600,47
64700,46
64800,47
64900,47
65000,46
65100,47
65200,47
65300,47
65400,47
65500,47
65600,48
65700,48
65800,48
65900,48
66000,47
66100,48
66200,48
66300,48
66400,48
66500,48
66600,48
66700,48
66800,48
66900,48
67000,48
67100,49
67200,49
67300,49
67400,49
67500,49
67600,49
67700,49
67800,49
67900,49
68000,49
68100,50
68200,49
68300,49
68400,50
68500,50
68600,50
68700,50
68800,50
68900,50
69000,50
69100,50
69200,50
69300,50
69400,50
69500,50
69600,50
69700,51
69800,51
69900,51
70000,51
70100,51
70200,51
70300,51
70400,51
70500,51
70600,51
70700,52
70800,51
70900,52
71000,52
71100,52
71200,52
71300,52
71400,52
71500,52
71600,52
71700,52
71800,52
71900,52
72000,52
72100,53
72200,52
72300,53
72400,53
72500,53
72600,53
72700,52
72800,53
72900,53
73000,53
73100,53
73200,53
73300,53
73400,53
73500,54
73600,53
73700,54
73800,53
73900,54
74000,54
74100,54
74200,54
74300,54
74400,54
74500,54
74600,54
74700,54
74800,54
74900,54
75000,54
75100,54
75200,55
75300,55
75400,55
75500,55
75600,55
75700,55
75800,55
75900,55
76000,55
76100,55
76200,55
76300,55
76400,56
76500,56
76600,56
76700,56
76800,56
76900,56
77000,56
77100,56
77200,56
77300,56
77400,56
77500,57
77600,64
77700,56
77800,56
77900,57
78000,57
78100,57
78200,57
78300,57
78400,57
78500,57
78600,57
78700,57
78800,58
78900,58
79000,58
79100,57
79200,58
79300,58
79400,58
79500,58
79600,58
79700,58
79800,58
79900,58
80000,58
80100,58
80200,58
80300,58
80400,58
80500,59
80600,59
80700,59
80800,59
80900,59
81000,59
81100,59
81200,60
81300,59
81400,59
81500,59
81600,60
81700,59
81800,60
81900,60
82000,60
82100,60
82200,60
82300,60
82400,60
82500,60
82600,60
82700,60
82800,60
82900,60
83000,60
83100,60
83200,61
83300,60
83400,61
83500,61
83600,60
83700,61
83800,61
83900,61
84000,61
84100,61
84200,61
84300,62
84400,61
84500,61
84600,61
84700,62
84800,62
84900,62
85000,62
85100,62
85200,62
85300,63
85400,63
85500,62
85600,62
85700,63
85800,62
85900,63
86000,63
86100,63
86200,63
86300,63
86400,63
86500,63
86600,63
86700,63
86800,64
86900,63
87000,64
87100,63
87200,64
87300,64
87400,64
87500,64
87600,64
87700,64
87800,64
87900,64
88000,64
88100,64
88200,64
88300,65
88400,65
88500,64
88600,64
88700,64
88800,65
88900,64
89000,65
89100,65
89200,65
89300,65
89400,65
89500,65
89600,65
89700,65
89800,66
89900,65
90000,66
90100,66
90200,66
90300,66
90400,66
90500,66
90600,66
90700,66
90800,67
90900,66
91000,66
91100,66
91200,67
91300,66
91400,67
91500,67
91600,67
91700,67
91800,67
91900,67
92000,67
92100,67
92200,67
92300,67
92400,67
92500,67
92600,68
92700,68
92800,67
92900,68
93000,68
93100,68
93200,68
93300,68
93400,68
93500,69
93600,68
93700,69
93800,68
93900,69
94000,68
94100,69
94200,69
94300,69
94400,69
94500,69
94600,69
94700,69
94800,69
94900,69
95000,70
95100,70
95200,70
95300,70
95400,70
95500,70
95600,70
95700,70
95800,70
95900,70
96000,70
96100,71
96200,70
96300,70
96400,70
96500,70
96600,70
96700,71
96800,71
96900,71
97000,71
97100,71
97200,71
97300,71
97400,71
97500,72
97600,71
97700,71
97800,71
97900,71
98000,72
98100,72
98200,72
98300,72
98400,72
98500,72
98600,72
98700,72
98800,72
98900,72
99000,72
99100,73
99200,72
99300,73
99400,73
99500,73
99600,73
99700,73
99800,73
99900,73
100000,73
